JK,Symbol,Name,Market type,Industry,Turnover,Market cap.,Amplitude,P/E,Turnover Ratio
,157A,Green Monster,JPX,Services,65.2M,3.448B,9.97%,28.362,14.73%
,160A,As Partners,JPX,Services,187M,8.547B,5.66%,37.209,8.24%
,1717,Meiho Facility Works,JPX,Services,13.9M,10.137B,1.36%,15.557,0.19%
,186A,Astroscale Holdings,JPX,Services,2.09B,116.037B,5.48%,-12.188,5.43%
,189A,D&M Co,JPX,Services,678M,2.304B,14.42%,13.423,80.03%
,192A,Integroup,JPX,Services,1.64B,14.002B,6.05%,82.026,43.76%
,194A,Wolves Hand,JPX,Services,5.29B,8.851B,40.96%,17.488,49.29%
,195A,Ricecurry,JPX,Services,473M,3.942B,8.87%,35.845,58.80%
,2120,Lifull,JPX,Services,82.6M,20.479B,1.89%,19.975,0.92%
,2121,mixi,JPX,Services,1.05B,211.388B,1.50%,30.591,0.98%
,2122,Interspace,JPX,Services,191K,5.963B,1.04%,10.176,0.02%
,2124,JAC Recruitment,JPX,Services,190M,107.221B,1.64%,17.905,0.41%
,2127,Nihon M&A Center Holdings,JPX,Services,2.35B,274.409B,1.01%,26.186,0.97%
,2130,Members,JPX,Services,47.4M,11.542B,1.78%,93.1,0.68%
,2134,Sun Capital Management,JPX,Services,95.4M,3.256B,8.33%,-2.941,3.98%
,2136,HIP,JPX,Services,5.59M,4.127B,0.57%,10.395,0.29%
,2139,CHUCO,JPX,Services,2.06M,3.584B,1.52%,42.194,0.16%
,2146,UT Group,JPX,Services,922M,128.229B,1.55%,21.344,1.06%
,2148,ITmedia,JPX,Services,101M,36.952B,1.21%,25.003,0.68%
,2150,CareNet,JPX,Services,74.6M,24.723B,1.81%,16.401,0.54%
,2152,Youji,JPX,Services,2.07M,15.016B,1.26%,13.907,0.08%
,2153,E J Holdings,JPX,Services,38.5M,30.059B,1.09%,9.789,0.20%
,2154,Open Up Group,JPX,Services,378M,170.32B,2.49%,18.023,0.36%
,2156,Saylor Advertising,JPX,Services,862K,1.205B,0.31%,8.854,0.19%
,2157,Koshidaka Holdings,JPX,Services,277M,70.526B,1.27%,10.842,0.70%
,2158,Fronteo,JPX,Services,136M,25.699B,1.85%,-9.038,0.84%
,2162,NMS Holdings,JPX,Services,57.2M,6.513B,1.43%,12.884,1.50%
,2163,Artner,JPX,Services,116M,21.155B,1.58%,20.113,0.88%
,2164,Chiikishinbunsha,JPX,Services,15.8M,1.220B,2.12%,-23.146,55.03%
,2168,Pasona Group,JPX,Services,253M,83.616B,1.26%,13.748,0.62%
,2169,CDS,JPX,Services,20.8M,12.194B,1.66%,12.21,0.27%
,2170,Link and Motivation,JPX,Services,96.8M,50.206B,1.73%,18.289,0.55%
,2173,Hakuten,JPX,Services,9.54M,7.926B,2.35%,11.586,0.29%
,2175,SMS,JPX,Services,848M,176.154B,3.01%,24.785,0.62%
,2179,Seigakusha,JPX,Services,812K,4.51B,0.25%,10.704,0.08%
,2180,Sunny Side Up Group,JPX,Services,18.8M,9.847B,2.21%,11.134,0.52%
,2181,Persol Holdings,JPX,Services,1.69B,516.113B,2.38%,17.184,0.46%
,2183,Linical,JPX,Services,34.5M,9.667B,3.73%,9.624,0.84%
,2185,CMC,JPX,Services,4.51M,16.665B,0.48%,9.446,0.09%
,2186,Sobal,JPX,Services,10.9M,7.985B,1.09%,15.548,0.42%
,2193,Cookpad,JPX,Services,139M,15.594B,6.70%,-8.143,2.24%
,2195,Amita Holdings,JPX,Services,4.94M,10.918B,2.72%,35.401,0.20%
,2196,ESCRIT,JPX,Services,3.65M,3.863B,1.38%,-67.933,0.19%
,2198,IKK Holdings,JPX,Services,23.9M,22.5B,0.64%,17.135,0.27%
,2300,Kyokuto,JPX,Services,5.22M,2.815B,2.09%,23.652,0.37%
,2301,Gakujo,JPX,Services,59.5M,26.643B,2.55%,15.352,0.36%
,2304,CSS HOLDINGS,JPX,Services,11M,4.740B,3.35%,20.784,0.94%
,2305,Studio Alice,JPX,Services,55.9M,36.448B,0.79%,31.489,0.31%
,2311,EPCO,JPX,Services,23.8M,7.274B,1.57%,11.605,0.75%
,2325,NJS,JPX,Services,312M,36.906B,2.52%,18.535,1.93%
,2331,Sohgo Security Services,JPX,Services,1.11B,470.105B,1.95%,17.383,0.34%
,2334,eole,JPX,Services,11.7M,1.806B,3.89%,50,1.15%
,2340,Gokurakuyu Holdings,JPX,Services,27.5M,12.187B,1.78%,-27.606,0.30%
,2341,Arbeit-Times,JPX,Services,13.9M,2.963B,1.86%,-123.664,0.76%
,2342,Trans Genic,JPX,Services,25.9M,4.148B,4.05%,1041.667,0.69%
,2344,Heian Ceremony Service,JPX,Services,2.32M,10.689B,0.67%,10.336,0.05%
,2370,Medinet,JPX,Services,19.6M,11.286B,2.27%,-6.617,0.19%
,2371,Kakaku.com,JPX,Services,1.9B,415.088B,2.24%,23.257,0.75%
,2372,I rom Group,JPX,Services,202M,33.55B,0.43%,13.191,1.30%
,2373,Care Twentyone,JPX,Services,1.64M,6.518B,0.63%,1050,0.10%
,2374,Saint-Care Holding,JPX,Services,17M,22.000B,0.68%,13.054,0.17%
,2375,GIG Works,JPX,Services,99.8M,11.444B,2.21%,-15.779,1.55%
,2376,Scinex,JPX,Services,3.81M,4.094B,1.36%,13.085,0.23%
,2378,Renaissance,JPX,Services,176M,18.964B,1.20%,32.95,1.46%
,2379,DIP,JPX,Services,1.03B,150.467B,1.65%,17.052,1.12%
,2385,Soiken Holdings,JPX,Services,15.8M,4.395B,1.16%,9.728,0.60%
,2389,Digital Holdings,JPX,Services,50.4M,19.398B,1.26%,81.631,0.54%
,2391,Planet,JPX,Services,14.2M,8.567B,0.70%,19.365,0.42%
,2393,Nippon Care Supply,JPX,Services,6.3M,29.724B,0.73%,19.629,0.08%
,2395,Shin Nippon Biomedical Laboratories,JPX,Services,208M,60.616B,2.05%,10.959,0.75%
,2397,DNA Chip Research,JPX,Services,49.1M,6.764B,4.75%,-16.192,1.20%
,2404,Tetsujin Holdings,JPX,Services,3.87M,5.894B,1.13%,1064.286,0.34%
,2408,KG Intelligence,JPX,Services,20.2M,4.654B,1.08%,12.405,1.03%
,2410,Career Design Center,JPX,Services,42.3M,10.201B,0.72%,8.707,0.51%
,2413,M3,JPX,Services,4.5B,1.063T,1.77%,23.495,0.71%
,2415,Human Holdings,JPX,Services,47M,15.328B,1.77%,11.063,1.24%
,2418,Tsukada Global Holdings,JPX,Services,112M,23.135B,3.71%,4.891,1.71%
,2424,Brass,JPX,Services,7.19M,3.739B,1.14%,5.291,0.63%
,2425,Care Service,JPX,Services,5.59M,3.285B,2.07%,10.145,0.53%
,2428,Wellnet,JPX,Services,196M,11.776B,2.71%,18.63,2.16%
,2429,World Holdings,JPX,Services,105M,38.33B,1.77%,6.188,0.57%
,2432,DeNA,JPX,Services,1.14B,178.996B,1.57%,-6.24,0.99%
,2433,Hakuhodo DY Holdings,JPX,Services,909M,428.412B,1.92%,17.197,0.39%
,2435,CEDAR,JPX,Services,3.84M,2.413B,0.93%,11.865,0.42%
,2436,Kyodo Public Relations,JPX,Services,49.7M,5.493B,2.12%,11.323,2.41%
,2437,Shinwa Wise Holdings,JPX,Services,22.3M,4.983B,2.03%,13.87,1.06%
,2438,Asukanet,JPX,Services,29.1M,10.121B,1.65%,21.251,0.39%
,2440,Gurunavi,JPX,Services,138M,18.074B,4.50%,-35.635,1.36%
,2445,Takamiya,JPX,Services,26.5M,23.522B,1.98%,16.678,0.24%
,2449,PRAP Japan,JPX,Services,5.38M,4.502B,1.19%,10.202,0.40%
,2454,All About,JPX,Services,1.89M,5.573B,0.75%,-66.172,0.09%
,2459,Aun Consulting,JPX,Services,10.7M,1.546B,4.06%,-17.355,2.10%
,2461,Fan Communications,JPX,Services,34.9M,27.626B,0.96%,22.407,0.39%
,2462,LIKE,JPX,Services,73.2M,29.495B,1.51%,11.481,0.57%
,2464,Aoba-BBT,JPX,Services,2.91M,4.832B,0.84%,6.968,0.12%
,2468,FueTrek,JPX,Services,8.59M,2.199B,3.48%,-8.939,0.83%
,2469,Hibino,JPX,Services,76.2M,26.166B,6.07%,42.969,0.64%
,2471,S-Pool,JPX,Services,118M,25.36B,1.25%,22.782,0.71%
,2475,WDB Holdings,JPX,Services,71.8M,36.588B,1.18%,10.364,0.44%
,2479,JTEC,JPX,Services,15.6M,2.108B,0.76%,15.942,1.08%
,2481,Townnews-Sha,JPX,Services,3.98M,4.196B,2.41%,9.757,0.61%
,2483,HONYAKU Center,JPX,Services,1.66M,6.941B,0.87%,10.081,0.05%
,2485,TEAR,JPX,Services,12.3M,10.376B,0.43%,13.119,0.22%
,2487,CDG,JPX,Services,25.4M,7.207B,2.87%,23.787,0.79%
,2488,JTP,JPX,Services,31.4M,5.459B,1.53%,17.194,0.88%
,2489,Adways,JPX,Services,23.1M,16.297B,1.68%,16.633,0.32%
,2491,ValueCommerce,JPX,Services,296M,25.906B,1.99%,11.374,1.15%
,2492,Infomart,JPX,Services,375M,66.513B,4.86%,224.427,0.79%
,2493,E-SUPPORTLINK,JPX,Services,8.88M,4.137B,0.96%,88.124,0.29%
,2497,UNITED,JPX,Services,105M,31.562B,1.25%,13.339,0.86%
,2498,Oriental Consultants Holdings,JPX,Services,8.01M,20.331B,2.73%,7.074,0.08%
,2499,Nihonwasou Holdings,JPX,Services,5.97M,2.91B,2.77%,16.842,0.63%
,2749,JP-HOLDINGS,JPX,Services,106M,45.239B,1.50%,15.416,0.30%
,3010,Polaris Holdings,JPX,Services,71.8M,28.923B,3.46%,8.812,1.13%
,3021,Pacific Net,JPX,Services,34M,7.57B,3.01%,22.154,1.41%
,3121,MBK,JPX,Services,18.9M,9.074B,2.96%,91.988,0.92%
,3326,Runsystem,JPX,Services,2.48M,1.713B,1.01%,-9.711,0.61%
,3521,Econach Holdings,JPX,Services,6.83M,3.466B,1.55%,68.229,0.45%
,4286,CL Holdings,JPX,Services,208M,13.746B,6.15%,26.863,3.91%
,4290,Prestige International,JPX,Services,99.9M,88.513B,1.45%,15.376,0.18%
,4293,Septeni Holdings,JPX,Services,163M,76.332B,4.44%,17.795,0.87%
,4301,Amuse,JPX,Services,94M,27.509B,2.19%,70.182,0.58%
,4310,Dream Incubator,JPX,Services,403M,19.315B,8.89%,-10.902,8.17%
,4317,Ray,JPX,Services,25.5M,6.19B,3.14%,7.731,0.75%
,4318,Quick,JPX,Services,62.7M,41.418B,0.77%,11.814,0.24%
,4319,TAC,JPX,Services,3.63M,3.318B,1.10%,15.654,0.32%
,4324,Dentsu Group,JPX,Services,3.18B,1.059T,0.95%,-99.679,0.42%
,4331,Take And Give Needs,JPX,Services,74.7M,14.498B,2.40%,4.298,0.94%
,4337,PIA,JPX,Services,27.5M,47.898B,1.11%,42.81,0.19%
,4341,Seiryo Electric,JPX,Services,406K,2.834B,0.99%,-8.67,0.04%
,4343,AEON Fantasy,JPX,Services,99.9M,45.196B,1.22%,34.397,0.63%
,4345,CTS,JPX,Services,82.4M,34.836B,2.28%,18.741,0.43%
,4347,Broadmedia,JPX,Services,59.3M,13.012B,3.63%,19.369,0.59%
,4544,H U Group Holdings,JPX,Services,1.2B,131.763B,1.49%,-17.466,0.93%
,4641,Altech,JPX,Services,267M,50.169B,2.51%,13.637,0.67%
,4642,Original Engineering Consultants,JPX,Services,1.19M,6.972B,3.05%,14.564,0.06%
,4645,Ichishin Holdings,JPX,Services,297K,4.947B,0.81%,13.598,0.03%
,4650,SD Entertainment,JPX,Services,1.4M,2.525B,0.71%,-12.772,0.15%
,4651,Sanix,JPX,Services,35.6M,14.676B,1.95%,5.442,0.54%
,4657,Environmental Control Center,JPX,Services,4.69M,2.422B,1.78%,-58.229,0.33%
,4658,Nippon Air Conditioning Services,JPX,Services,35.9M,38.177B,1.36%,14.176,0.11%
,4659,AJIS,JPX,Services,25.3M,21.292B,4.23%,11.143,0.28%
,4661,Oriental Land,JPX,Services,12.2B,7.381T,0.97%,62.465,0.27%
,4664,Japan Reliance Service,JPX,Services,4.14M,1.885B,1.38%,14.609,0.52%
,4665,Duskin,JPX,Services,256M,178.43B,1.65%,39.044,0.20%
,4668,Meiko Network Japan,JPX,Services,44.8M,19.262B,0.52%,23.749,0.28%
,4671,Falco Holdings,JPX,Services,73.7M,24.740B,1.09%,15.361,0.50%
,4673,Kawasaki Geological Engineering,JPX,Services,16.2M,2.552B,1.86%,16.152,0.90%
,4678,Shuei Yobiko,JPX,Services,1.03M,2.020B,0.66%,11.921,0.09%
,4679,Taya,JPX,Services,965K,1.934B,0.78%,-12.177,0.09%
,4680,Round One,JPX,Services,2.26B,225.595B,2.07%,14.444,1.57%
,4681,Resorttrust,JPX,Services,730M,253.526B,1.97%,16.007,0.42%
,4690,Nippon Pallet Pool,JPX,Services,0,3.89B,0.00%,4.669,0.00%
,4691,Washington Hotel,JPX,Services,16.1M,9.417B,1.55%,2.929,0.29%
,4694,BML,JPX,Services,207M,110.910B,2.08%,18.386,0.32%
,4705,CLIP,JPX,Services,1.84M,3.145B,0.46%,30.031,0.12%
,4707,Kitac,JPX,Services,1.84M,2.285B,1.69%,13.183,0.22%
,4712,KeyHolder,JPX,Services,216M,16.374B,1.97%,7.688,3.19%
,4714,Riso Kyoiku,JPX,Services,185M,41.64B,3.20%,22.252,1.00%
,4718,Waseda Academy,JPX,Services,53.4M,30.22B,1.23%,19.794,0.46%
,4720,Johnan Academic Preparatory Institute,JPX,Services,909K,2.522B,0.32%,-18.309,0.14%
,4732,USS,JPX,Services,4.36B,649.946B,1.53%,19.868,0.82%
,4735,Kyoshin,JPX,Services,434K,2.818B,0.00%,-8.918,0.04%
,4745,Tokyo Individualized Educational Institute,JPX,Services,15.1M,22.857B,1.19%,23.826,0.18%
,4750,Daisan,JPX,Services,2.12M,3.784B,0.51%,-3.721,0.13%
,4751,CyberAgent,JPX,Services,4.21B,506.788B,2.29%,104.271,1.05%
,4754,Tosnet,JPX,Services,1.22M,5.799B,0.99%,10.054,0.11%
,4755,Rakuten Group,JPX,Services,22.5B,1.829T,3.42%,-4.811,2.07%
,4760,Alpha,JPX,Services,30.7M,1.434B,6.23%,-3.645,6.00%
,4763,CREEK & RIVER,JPX,Services,74.2M,39.332B,0.99%,15.31,0.48%
,4765,SBI Global Asset Management,JPX,Services,53.3M,59.812B,1.20%,37.641,0.27%
,4766,PA,JPX,Services,4.91M,3.656B,4.05%,81.34,0.49%
,4767,TOW,JPX,Services,69.7M,14.501B,1.09%,41.657,0.60%
,4771,F&M,JPX,Services,24.3M,24.720B,2.13%,13.14,0.24%
,4781,Nihon Housing,JPX,Services,7.7M,99.106B,0.32%,20.813,0.01%
,4784,GMO AD Partners,JPX,Services,17.4M,8.174B,0.00%,202.8,1.09%
,4792,YAMADA Consulting Group,JPX,Services,52.3M,40.295B,2.89%,19.031,0.33%
,4801,Central Sports,JPX,Services,60.2M,28.394B,0.71%,35.775,0.40%
,4833,Success Holders,JPX,Services,471K,2.49B,1.16%,-7.798,0.08%
,4840,TriIs,JPX,Services,1.32M,2.395B,1.29%,24.211,0.08%
,4848,Fullcast Holdings,JPX,Services,292M,51.306B,1.73%,8.888,1.19%
,4849,En Japan,JPX,Services,238M,107.103B,2.66%,25.525,0.37%
,5261,Resol Holdings,JPX,Services,26.8M,26.583B,0.73%,36.777,0.22%
,5867,Es Networks,JPX,Services,9.97M,3.189B,5.04%,22.938,1.87%
,5868,Rococo,JPX,Services,8.49M,3.595B,0.92%,8.82,0.50%
,5869,Waseda Gakushukenkyukai,JPX,Services,64.5M,10.883B,0.75%,13.072,1.57%
,5870,Nalnet Communications,JPX,Services,19.8M,3.823B,2.65%,6.145,1.14%
,5871,Solize,JPX,Services,24.6M,12.337B,3.29%,18.864,1.35%
,6026,Gmo Tech,JPX,Services,299M,13.228B,5.44%,41.507,10.32%
,6027,Bengo4.com,JPX,Services,753M,77.091B,4.65%,94.098,3.11%
,6028,TechnoPro Holdings,JPX,Services,1.03B,278.764B,2.21%,18.436,0.38%
,6029,Artra Group,JPX,Services,5.88M,1.684B,1.81%,30.203,0.66%
,6030,Adventure,JPX,Services,308M,37.257B,3.36%,22.244,2.63%
,6031,Scigineer,JPX,Services,190M,9.810B,4.87%,44.679,4.48%
,6033,Extreme,JPX,Services,5.97M,7.075B,1.62%,8.698,0.20%
,6034,MRT,JPX,Services,1.86M,4.6B,1.76%,8.954,0.10%
,6035,IR Japan Holdings,JPX,Services,103M,22.009B,4.45%,28.847,1.01%
,6036,KeePer Technical Laboratory,JPX,Services,832M,110.122B,4.48%,27.816,1.97%
,6037,Firstlogic,JPX,Services,10.9M,11.702B,1.10%,15.435,0.44%
,6038,IID,JPX,Services,23.9M,3.622B,1.34%,13.168,1.63%
,6039,Japan Animal Referral Medical Center,JPX,Services,6.73M,5.741B,1.87%,14.223,0.19%
,6040,Nippon Ski Resort Development,JPX,Services,13.4M,15.869B,1.92%,16.645,0.46%
,6044,Sanki Service,JPX,Services,11.2M,7.443B,1.82%,15.795,0.42%
,6045,Rentracks,JPX,Services,2.78M,3.724B,0.85%,18.743,0.21%
,6046,Linkbal,JPX,Services,5.81M,3.052B,3.70%,-11.463,0.70%
,6047,Gunosy,JPX,Services,196M,19.767B,4.33%,-17.191,1.91%
,6048,DesignOne Japan,JPX,Services,7.71M,2.302B,1.94%,-82.979,1.13%
,6049,ItoKuro,JPX,Services,7.32M,5.620B,1.81%,19.757,0.41%
,6050,E-Guardian,JPX,Services,111M,23.391B,1.95%,16.523,1.30%
,6054,Livesense,JPX,Services,3.06M,6.060B,1.79%,8.461,0.14%
,6055,Japan Material,JPX,Services,847M,225.51B,1.79%,39.678,0.69%
,6058,Vector,JPX,Services,112M,58.455B,0.72%,12.699,0.34%
,6059,Uchiyama Holdings,JPX,Services,7.77M,6.779B,1.14%,-16.892,0.28%
,6060,Cocolonet,JPX,Services,1.57M,3.998B,4.36%,26.667,0.11%
,6061,Universal Engeisha,JPX,Services,18.2M,15.818B,3.22%,10.783,0.41%
,6062,Charm Care,JPX,Services,269M,51.11B,5.59%,15.953,1.06%
,6063,Emergency Assistance Japan,JPX,Services,30.9M,1.940B,10.86%,16.166,2.69%
,6069,Trenders,JPX,Services,18.9M,7.8B,1.95%,10.527,0.48%
,6070,CAREERLINK,JPX,Services,68.9M,29.537B,0.97%,5.175,0.47%
,6071,IBJ,JPX,Services,134M,22.485B,3.03%,14.569,1.45%
,6072,Jibannet Holdings,JPX,Services,40.7M,3.888B,2.38%,52.648,2.02%
,6073,ASANTE,JPX,Services,40.4M,19.603B,1.88%,37.539,0.29%
,6074,JSS,JPX,Services,1.5M,2.089B,1.90%,8.89,0.24%
,6078,Value HR,JPX,Services,71.5M,39.994B,3.16%,39.659,0.30%
,6080,M&A Capital Partners,JPX,Services,276M,71.997B,2.25%,17.385,0.88%
,6081,Allied Architects,JPX,Services,11.1M,3.241B,1.77%,-22.029,0.61%
,6082,RIDE ON EXPRESS Holdings,JPX,Services,10.8M,10.174B,0.96%,27.865,0.17%
,6083,ERI HOLDINGS,JPX,Services,101M,18.52B,4.93%,12.139,1.10%
,6085,Architects Studio Japan,JPX,Services,1.81M,1.299B,1.30%,-3.037,0.37%
,6086,Shin Maint Holdings,JPX,Services,42.3M,13.386B,2.37%,15.519,0.86%
,6087,ABIST,JPX,Services,13.6M,13.192B,0.60%,18.41,0.16%
,6088,Sigmaxyz Holdings,JPX,Services,495M,66.185B,2.49%,20.425,1.21%
,6089,WILL GROUP,JPX,Services,27.8M,22.506B,0.80%,8.118,0.20%
,6090,Human Metabolome Technologies,JPX,Services,6.88M,3.78B,1.54%,13.205,0.24%
,6091,Wesco Holdings,JPX,Services,39.6M,10.2B,2.03%,15.092,0.54%
,6092,EnBio Holdings,JPX,Services,7.77M,5.045B,1.13%,5.071,0.33%
,6093,Escrow Agent Japan,JPX,Services,12.1M,6.239B,1.40%,20.815,0.44%
,6094,FreakOut Holdings,JPX,Services,26M,14.92B,3.87%,1.934,0.42%
,6095,MedPeer,JPX,Services,54.9M,13.705B,1.92%,22.544,0.72%
,6096,RareJob,JPX,Services,12.5M,4.114B,2.51%,21.178,0.66%
,6098,Recruit Holdings,JPX,Services,48.4B,13.156T,2.52%,38.358,0.41%
,6099,ELAN,JPX,Services,107M,53.87B,1.55%,21.387,0.43%
,6171,C. E. Management Integrated Laboratory,JPX,Services,11M,4.616B,1.82%,24.308,0.46%
,6173,Aqualine,JPX,Services,1.52M,1.688B,1.08%,-6.454,0.48%
,6176,Brangista,JPX,Services,37.1M,8.612B,3.55%,15.301,1.13%
,6177,AppBank,JPX,Services,16.7M,1.33B,3.77%,-2.63,2.15%
,6178,Japan Post Holdings,JPX,Services,10.5B,5.026T,1.46%,19.636,0.37%
,6180,GMO Media,JPX,Services,5.84M,5.37B,1.28%,15.031,0.58%
,6181,Tameny,JPX,Services,51.2M,3.652B,5.84%,1069.231,2.50%
,6182,MetaReal,JPX,Services,31.8M,10.865B,1.69%,20.537,0.46%
,6183,Bellsystem24 Holdings,JPX,Services,207M,116.54B,2.36%,15.532,0.41%
,6184,Kamakura Shinsho,JPX,Services,190M,15.824B,2.75%,30.456,2.01%
,6185,SMN,JPX,Services,6.55M,4.624B,3.54%,-38.313,0.54%
,6186,Ichikura,JPX,Services,5.17M,3.192B,0.86%,5.345,0.42%
,6189,Global Kids,JPX,Services,10.4M,6.398B,2.11%,-114.141,0.53%
,6190,PhoenixBio,JPX,Services,9.03M,2.014B,3.31%,5.139,1.13%
,6191,AirTrip,JPX,Services,142M,31.366B,2.08%,24.832,0.72%
,6193,Virtualex Holdings,JPX,Services,10.9M,2.619B,2.56%,4.247,1.12%
,6194,Atrae,JPX,Services,312M,19.136B,3.31%,60.635,2.69%
,6195,Hope,JPX,Services,14.3M,3.517B,4.33%,0.535,0.75%
,6196,Strike Company,JPX,Services,378M,90.157B,1.49%,23.305,0.97%
,6197,Solasto,JPX,Services,125M,42.694B,2.33%,19.204,0.55%
,6198,Career,JPX,Services,2.82M,3.385B,1.73%,8.938,0.20%
,6199,Seraku,JPX,Services,23.2M,17.051B,3.15%,11.796,0.34%
,6200,Insource,JPX,Services,556M,74.713B,3.89%,28.037,1.37%
,6532,BayCurrent Consulting,JPX,Services,1.93B,495.068B,1.40%,19.652,0.46%
,6533,Orchestra Holdings,JPX,Services,110M,12.644B,7.69%,26.898,2.50%
,6535,i-mobile,JPX,Services,475M,27.848B,3.23%,12.185,4.41%
,6537,WASH House,JPX,Services,34.5M,2.673B,3.95%,-79.917,3.45%
,6538,CareerIndex,JPX,Services,15.3M,3.927B,3.65%,15.106,1.04%
,6539,Matching Service Japan,JPX,Services,109M,26.387B,1.05%,21.704,1.07%
,6540,SEMBA,JPX,Services,14M,13.063B,1.74%,12.694,0.36%
,6542,Founder's Consultants Holdings,JPX,Services,12.1M,6.011B,2.33%,7.312,0.26%
,6543,Nissen,JPX,Services,396K,2.485B,1.37%,12.671,0.06%
,6544,Japan Elevator Service Holdings,JPX,Services,639M,235.469B,2.04%,52.325,0.37%
,6545,internet infinity,JPX,Services,1.8M,2.334B,0.46%,69.182,0.14%
,6546,Fulltech,JPX,Services,3.8M,6.194B,0.87%,25.898,0.16%
,6547,Greens,JPX,Services,126M,26.974B,2.77%,6.826,0.79%
,6548,TABIKOBO,JPX,Services,5.03M,3.834B,4.04%,-10.96,0.40%
,6549,DM Solutions,JPX,Services,2M,3.788B,2.15%,12.087,0.21%
,6550,Unipos,JPX,Services,1.75M,1.989B,2.00%,-2.171,0.24%
,6551,Tsunagu Group Holdings,JPX,Services,11.9M,5.745B,0.90%,43.672,0.40%
,6552,GameWith,JPX,Services,13.2M,4.523B,1.55%,26.03,0.74%
,6554,SUS,JPX,Services,4.89M,6.474B,1.23%,14.422,0.22%
,6555,MS & Consulting,JPX,Services,1.38M,2.529B,0.80%,22.405,0.14%
,6557,Aiai Group,JPX,Services,1.38M,3.337B,3.31%,9.501,0.22%
,6558,Cookbiz,JPX,Services,8.36M,4.456B,3.87%,16.63,0.45%
,6560,LTS,JPX,Services,28.6M,9.428B,2.55%,21.462,0.70%
,6561,Hanatour Japan,JPX,Services,25.5M,19.135B,1.71%,15.66,0.51%
,6562,Geniee,JPX,Services,37.9M,20.844B,2.84%,9.853,0.75%
,6563,Mirai Works,JPX,Services,2.39M,4.444B,1.98%,34.836,0.14%
,6564,Midac Holdings,JPX,Services,97.1M,42.068B,2.53%,24.894,0.66%
,6565,Abhotel,JPX,Services,38.1M,22.553B,3.82%,12.48,1.71%
,6566,Kaname Kogyo,JPX,Services,3.34M,14.03B,2.06%,11.132,0.05%
,6568,KNC Laboratories,JPX,Services,7.23M,10.081B,1.38%,6.528,0.22%
,6570,Kyowa,JPX,Services,530K,5.268B,0.23%,12.222,0.03%
,6571,QB Net Holdings,JPX,Services,71.7M,14.995B,1.82%,10.584,0.81%
,6572,OPEN Group,JPX,Services,34.1M,17.212B,2.11%,105.993,0.54%
,6573,Agile Media Network,JPX,Services,61.7M,2.522B,5.71%,-3.954,4.36%
,6574,Convano,JPX,Services,9.13M,5.547B,6.04%,-84.544,0.59%
,6577,Bestone.Com,JPX,Services,11.7M,4.245B,2.30%,149.342,0.62%
,6578,Correc,JPX,Services,7.06M,2.579B,2.31%,29.417,1.16%
,6579,Logly,JPX,Services,2.64M,1.848B,2.41%,14.248,0.25%
,6580,Writeup,JPX,Services,8.34M,4.803B,5.73%,44.375,0.38%
,6786,RVH,JPX,Services,5.17M,1.646B,2.99%,-8.125,0.56%
,6819,Izu Shaboten Resort,JPX,Services,8.27M,8.203B,1.33%,13.449,0.26%
,7030,Sprix,JPX,Services,20M,14.457B,1.47%,25.996,0.61%
,7031,Inbound Tech,JPX,Services,1.35M,2.568B,2.91%,11.213,0.18%
,7033,Management Solutions,JPX,Services,353M,23.001B,3.71%,14.186,2.58%
,7034,Prored Partners,JPX,Services,71.5M,7.436B,3.87%,9.086,2.89%
,7035,And Factory,JPX,Services,12.9M,3.570B,2.83%,43.724,0.91%
,7036,eMnet Japan,JPX,Services,2.14M,3.569B,2.24%,48.863,0.22%
,7037,Teno Holdings,JPX,Services,1.99M,1.887B,1.21%,18.85,0.24%
,7038,Frontier Management,JPX,Services,278M,14.614B,2.21%,18.715,4.05%
,7039,Bridge International,JPX,Services,3.55M,5.529B,1.23%,8.973,0.11%
,7040,Sun Life Holding,JPX,Services,1.16M,6.49B,0.76%,18.176,0.05%
,7041,CRG Holdings,JPX,Services,2.63M,2.818B,4.90%,63.75,0.37%
,7042,Access Group Holdings,JPX,Services,4.17M,1.299B,2.67%,25.242,0.71%
,7043,Alue,JPX,Services,1.04M,2.051B,1.87%,36.528,0.16%
,7044,PIALA,JPX,Services,2.26M,1.926B,1.45%,-1.958,0.25%
,7046,TDSE,JPX,Services,6.96M,3.916B,5.19%,23.068,0.34%
,7047,Port,JPX,Services,270M,29.887B,3.09%,19.818,1.68%
,7048,VELTRA,JPX,Services,50.2M,15.916B,3.29%,-268.519,0.73%
,7049,Shikigaku,JPX,Services,16.7M,4.184B,2.30%,-43.306,1.43%
,7050,Frontier International,JPX,Services,2.53M,7.556B,1.02%,5.899,0.16%
,7057,New Constructor's Network,JPX,Services,177K,2.626B,0.57%,9.35,0.02%
,7058,Kyoei Security Service,JPX,Services,2.55M,4.11B,0.00%,9.159,0.19%
,7059,Copro Holdings,JPX,Services,76.6M,31.354B,2.17%,22.086,0.72%
,7060,Geechs,JPX,Services,7.94M,4.905B,1.68%,20.661,0.51%
,7061,Japan Hospice Holdings,JPX,Services,45.7M,12.066B,2.07%,17.399,1.88%
,7062,Fureasu,JPX,Services,16.5M,3.289B,11.35%,104.798,2.01%
,7063,Birdman,JPX,Services,35.1M,6.75B,2.31%,-676.471,1.92%
