JK,Symbol,Name,Market type,Industry,Turnover,Market cap.,Amplitude,P/E,Turnover Ratio
,2060,Feed One,JPX,Foods,59.1M,36.695B,2.87%,7.212,0.27%
,2107,Toyo Sugar Refining,JPX,Foods,66.6M,9.270B,3.64%,6.127,1.37%
,2108,Nippon Beet Sugar Manufacturing,JPX,Foods,223M,29.039B,3.09%,24.159,1.02%
,2109,Mitsui DM Sugar Holdings,JPX,Foods,96.1M,110.69B,0.74%,13.106,0.20%
,2112,Ensuiko Sugar Refining,JPX,Foods,15.1M,7.365B,1.50%,14.716,0.27%
,2114,Fuji Nihon Seito,JPX,Foods,9.19M,28.06B,0.29%,16.774,0.12%
,2117,Wellneo Sugar,JPX,Foods,47M,77.555B,0.76%,54.716,0.20%
,2201,Morinaga,JPX,Foods,434M,225.113B,0.63%,15.011,0.25%
,2204,Nakamuraya,JPX,Foods,23.8M,18.902B,1.22%,-688.161,0.20%
,2206,Ezaki Glico,JPX,Foods,2.39B,266.314B,0.61%,18.844,1.16%
,2207,Meito Sangyo,JPX,Foods,91M,34.307B,1.48%,48.903,0.51%
,2208,Bourbon,JPX,Foods,3.97M,56.12B,0.77%,18.271,0.03%
,2209,Imuraya Group,JPX,Foods,34.4M,32.356B,1.75%,16.759,0.15%
,2211,Fujiya,JPX,Foods,61.5M,68.332B,1.09%,70.468,0.23%
,2212,Yamazaki Baking,JPX,Foods,1.31B,686.954B,1.53%,23.196,0.70%
,2215,First Baking,JPX,Foods,16.5M,4.639B,1.62%,9.78,0.76%
,2216,Kanro,JPX,Foods,264M,37.629B,4.20%,15.196,1.44%
,2217,Morozoff,JPX,Foods,333M,33.756B,1.75%,19.948,1.18%
,2220,Kameda Seika,JPX,Foods,97.9M,90.237B,0.71%,39.978,0.20%
,2221,Iwatsuka Confectionery,JPX,Foods,6.26M,27.146B,2.37%,13.867,0.04%
,2222,Kotobuki Spirits,JPX,Foods,1.17B,292.053B,1.54%,26.965,0.46%
,2224,Como,JPX,Foods,4.06M,10.076B,0.03%,329.545,0.05%
,2226,Koike-Ya,JPX,Foods,17.5M,46.938B,0.80%,21.254,0.20%
,2229,CALBEE,JPX,Foods,542M,390.498B,0.77%,19.639,0.23%
,2264,Morinaga Milk Industry,JPX,Foods,717M,290.933B,2.75%,4.838,0.29%
,2266,Rokko Butter,JPX,Foods,29.8M,30.627B,1.09%,68.616,0.17%
,2267,Yakult Honsha,JPX,Foods,4.58B,875.93B,1.40%,17.563,0.72%
,2268,B-R 31 Ice Cream,JPX,Foods,82.8M,38.929B,1.35%,32.393,1.19%
,2269,Meiji Holdings,JPX,Foods,2.25B,966.205B,0.86%,19.15,0.26%
,2270,Megmilk Snow Brand,JPX,Foods,475M,176.36B,1.46%,9.076,0.34%
,2281,Prima Meat Packers,JPX,Foods,145M,120.006B,0.63%,16.024,0.26%
,2282,NH Foods,JPX,Foods,1.56B,496.166B,1.41%,17.658,0.33%
,2286,Hayashikane Sangyo,JPX,Foods,6.45M,4.557B,1.14%,13.961,0.20%
,2288,Marudai Food,JPX,Foods,108M,43.720B,1.79%,-4.657,0.29%
,2291,Fukutome Meat Packers,JPX,Foods,6.46M,4.795B,0.28%,-4.015,0.30%
,2292,S Foods,JPX,Foods,189M,94.052B,1.65%,10.364,0.40%
,2293,Takizawa Ham,JPX,Foods,906K,6.212B,0.33%,-32.516,0.05%
,2294,Kakiyasu Honten,JPX,Foods,35.8M,27.316B,0.77%,12.384,0.17%
,2296,Itoham Yonekyu Holdings,JPX,Foods,165M,242.740B,1.05%,15.67,0.14%
,2501,Sapporo Holdings,JPX,Foods,998M,438.022B,0.87%,50.228,0.32%
,2502,Asahi Group Holdings,JPX,Foods,8.11B,2.910T,2.13%,17.738,0.29%
,2503,Kirin Holdings,JPX,Foods,6.17B,1.689T,0.92%,14.991,0.38%
,2531,Takara Holdings,JPX,Foods,304M,212.537B,0.92%,13.26,0.17%
,2533,Oenon Holdings,JPX,Foods,31.6M,22.234B,0.78%,6.587,0.22%
,2540,Yomeishu Seizo,JPX,Foods,25.4M,30.877B,1.35%,30.195,0.13%
,2573,Hokkaido Coca-Cola Bottling,JPX,Foods,284M,37.012B,1.15%,28.192,2.74%
,2579,Coca-Cola Bottlers Japan Holdings,JPX,Foods,1.04B,362.498B,2.29%,194.884,0.44%
,2585,Lifedrink,JPX,Foods,388M,88.394B,1.19%,42.595,0.70%
,2586,Fruta Fruta,JPX,Foods,5.66M,1.519B,5.13%,-3.746,0.38%
,2587,Suntory Beverage & Food,JPX,Foods,2.97B,1.804T,1.09%,21.805,0.41%
,2588,Premium Water Holdings,JPX,Foods,13M,87.49B,0.75%,15.558,0.08%
,2590,DyDo Group Holdings,JPX,Foods,287M,85.208B,0.81%,19.216,0.46%
,2593,ITO EN,JPX,Foods,1.64B,420.31B,1.55%,33.929,0.72%
,2594,Key Coffee,JPX,Foods,129M,44.818B,0.58%,248.575,0.38%
,2597,Unicafe,JPX,Foods,7.56M,12.305B,0.43%,27.778,0.18%
,2599,Japan Foods,JPX,Foods,58M,11.79B,0.04%,47.838,1.00%
,2602,Nisshin Oillio Group,JPX,Foods,464M,156.875B,1.83%,10.356,0.39%
,2607,Fuji Oil Holdings,JPX,Foods,944M,243.322B,3.16%,39.715,0.78%
,2612,Kadoya Sesame Mills,JPX,Foods,12.8M,33.546B,0.69%,14.55,0.14%
,2613,J-Oil Mills,JPX,Foods,80.3M,66.71B,0.60%,9.822,0.23%
,2801,Kikkoman,JPX,Foods,4.61B,1.784T,1.96%,158.388,0.34%
,2802,Ajinomoto,JPX,Foods,8.46B,2.946T,1.85%,34.558,0.30%
,2804,Bull-Dog Sauce,JPX,Foods,28M,27.012B,1.29%,45.341,0.18%
,2805,S&B Foods,JPX,Foods,23.1M,54.621B,0.66%,8.131,0.07%
,2806,Yutaka Foods,JPX,Foods,922K,12.853B,0.54%,27.967,0.01%
,2809,Kewpie,JPX,Foods,587M,445.643B,1.06%,33.826,0.21%
,2810,House Foods Group,JPX,Foods,465M,278.917B,1.24%,15.947,0.29%
,2811,Kagome,JPX,Foods,3.63B,284.717B,1.47%,27.327,1.54%
,2813,Wakou Shokuhin,JPX,Foods,183M,16.883B,4.69%,13.436,2.50%
,2814,Sato Foods Industries,JPX,Foods,3.03M,8.443B,1.34%,23.591,0.09%
,2815,Ariake Japan,JPX,Foods,242M,164.977B,2.55%,22.436,0.28%
,2816,Daisho,JPX,Foods,2.29M,13.803B,0.42%,44.396,0.04%
,2818,Pietro,JPX,Foods,6.31M,12.416B,0.17%,-27.318,0.09%
,2819,Ebara Foods Industry,JPX,Foods,10.6M,28.782B,0.34%,13.322,0.07%
,2820,Yamami,JPX,Foods,160M,23.236B,5.07%,28.955,1.50%
,2830,AOHATA,JPX,Foods,4.82M,20.940B,0.55%,93.861,0.07%
,2831,Hagoromo Foods,JPX,Foods,0,30.584B,0.00%,-23.17,0.00%
,2871,Nichirei,JPX,Foods,1.28B,453.156B,1.22%,18.498,0.32%
,2872,Seihyo,JPX,Foods,23.7M,3.588B,2.99%,64.431,0.94%
,2875,Toyo Suisan Kaisha,JPX,Foods,3.45B,975.005B,2.30%,29.433,0.40%
,2876,Delsole,JPX,Foods,205K,4.577B,0.58%,15.234,0.01%
,2877,NittoBest,JPX,Foods,6.13M,9.932B,1.10%,40.866,0.13%
,2882,Eat & Holdings,JPX,Foods,71.8M,24.237B,0.61%,-217.821,0.43%
,2883,Dairei,JPX,Foods,4.07M,11.459B,0.36%,14.942,0.10%
,2884,Yoshimura Food Holdings KK,JPX,Foods,175M,39.314B,2.91%,38.253,0.90%
,2892,Nihon Shokuhin Kako,JPX,Foods,6.95M,14.214B,0.69%,5.455,0.24%
,2894,Ishii Food,JPX,Foods,2.21M,5.070B,0.66%,16.612,0.07%
,2897,Nissin Foods Holdings,JPX,Foods,3.98B,1.246T,1.78%,23.26,0.49%
,2899,Nagatanien Holdings,JPX,Foods,266M,54.084B,0.16%,17.449,0.84%
,2901,Ishigaki Foods,JPX,Foods,9.59M,2.860B,1.08%,-23.201,0.88%
,2903,Shinobu Foods Products,JPX,Foods,5.14M,11.486B,1.61%,112.954,0.08%
,2904,Ichimasa Kamaboko,JPX,Foods,50.3M,13.949B,1.94%,165.721,1.13%
,2907,Ahjikan,JPX,Foods,1.77M,8.41B,0.73%,31.383,0.04%
,2908,Fujicco,JPX,Foods,56.8M,53.175B,0.21%,47.897,0.16%
,2910,Rock Field,JPX,Foods,71M,38.768B,0.88%,36.588,0.26%
,2911,Asahimatsu Foods,JPX,Foods,922K,4.254B,0.17%,-61.53,0.03%
,2914,Japan Tobacco,JPX,Foods,59.9B,7.758T,1.67%,16.088,1.30%
,2915,KENKO Mayonnaise,JPX,Foods,78.2M,32.366B,1.43%,11.925,0.35%
,2916,Semba Tohka Industries,JPX,Foods,1.93M,8.777B,0.52%,37.683,0.06%
,2917,OHMORIYA,JPX,Foods,2.5M,5.268B,1.44%,21.548,0.08%
,2918,Warabeya Nichiyo Holdings,JPX,Foods,161M,40.395B,1.12%,9.452,0.63%
,2922,Natori,JPX,Foods,27.7M,26.675B,1.09%,65.473,0.15%
,2923,Sato Foods,JPX,Foods,9.83M,35.709B,1.72%,19.39,0.08%
,2924,Ifuji Sangyo,JPX,Foods,8.01M,11.526B,1.77%,7.21,0.13%
,2926,Shinozakiya,JPX,Foods,1.09M,1.26B,1.12%,-55.28,0.15%
,2927,AFC HD AMS Life Science,JPX,Foods,20.3M,12.86B,0.88%,11.662,0.26%
,2929,Pharma Foods International,JPX,Foods,183M,28.1B,1.88%,9.381,0.95%
,2931,euglena,JPX,Foods,237M,75.096B,1.99%,-24.209,0.46%
,2932,STI Foods Holdings,JPX,Foods,53.9M,29.808B,3.95%,19.592,0.54%
,2933,Kibun Foods,JPX,Foods,42.1M,29.382B,1.16%,10.359,0.23%
,2934,J Frontier,JPX,Foods,352M,15.986B,6.33%,-7.891,8.83%
,2935,Pickles Holdings,JPX,Foods,18.4M,14.937B,1.35%,13.057,0.19%
,2936,Base Food,JPX,Foods,67.6M,18.697B,2.79%,-21.39,0.81%
,2937,St.Cousair,JPX,Foods,30.1M,20.046B,1.71%,24.88,0.36%
,2938,Okamura Foods,JPX,Foods,169M,26.327B,3.71%,9.205,2.98%
,4404,Miyoshi Oil & Fat,JPX,Foods,57.5M,15.349B,2.09%,7.423,0.58%
,4526,Riken Vitamin,JPX,Foods,69.4M,84.571B,0.94%,10.378,0.15%
,3110,Nitto Boseki,JPX,Glass & Ceramics Products,1.37B,239.932B,3.15%,32.886,0.75%
,4026,Konoshima Chemical,JPX,Glass & Ceramics Products,119M,15.825B,3.51%,10.359,1.13%
,5201,AGC,JPX,Glass & Ceramics Products,7.85B,1.107T,0.98%,17.157,0.80%
,5202,Nippon Sheet Glass,JPX,Glass & Ceramics Products,262M,38.74B,1.42%,5.665,0.71%
,5204,Ishizuka Glass,JPX,Glass & Ceramics Products,24.5M,12.221B,1.26%,2.595,0.26%
,5210,Nihon Yamamura Glass,JPX,Glass & Ceramics Products,61.6M,17.134B,1.26%,-5.697,0.46%
,5214,Nippon Electric Glass,JPX,Glass & Ceramics Products,2.02B,319.416B,2.43%,-13.04,0.77%
,5216,Kuramoto,JPX,Glass & Ceramics Products,1.26B,16.447B,5.23%,-28.227,15.66%
,5217,Techno Quartz,JPX,Glass & Ceramics Products,4.09M,22.581B,1.55%,8.273,0.06%
,5218,Ohara,JPX,Glass & Ceramics Products,23.4M,32.94B,1.04%,20.948,0.26%
,5232,Sumitomo Osaka Cement,JPX,Glass & Ceramics Products,728M,133.935B,2.05%,8.804,0.61%
,5233,Taiheiyo Cement,JPX,Glass & Ceramics Products,4.14B,471.1B,2.96%,10.984,0.94%
,5237,Nozawa,JPX,Glass & Ceramics Products,6.46M,10.67B,2.31%,21.673,0.10%
,5262,Nippon Hume,JPX,Glass & Ceramics Products,52.2M,28.291B,2.30%,17.425,0.28%
,5268,Asahi Concrete Works,JPX,Glass & Ceramics Products,12.6M,10.11B,1.03%,32.447,0.40%
,5269,Nippon Concrete Industries,JPX,Glass & Ceramics Products,32.3M,20.417B,1.61%,33.245,0.25%
,5271,Toyo Asano Foundation,JPX,Glass & Ceramics Products,216K,2.802B,0.00%,4.643,0.03%
,5273,Mitani Sekisan,JPX,Glass & Ceramics Products,53.7M,112.263B,2.83%,12.17,0.19%
,5277,Spancrete,JPX,Glass & Ceramics Products,467K,1.723B,1.71%,-3.151,0.10%
,5279,Nihon Kogyo,JPX,Glass & Ceramics Products,4.96M,2.615B,0.44%,8.859,0.40%
,5282,GEOSTR,JPX,Glass & Ceramics Products,12.9M,10.668B,2.09%,16.513,0.31%
,5284,Yamau Holdings,JPX,Glass & Ceramics Products,3.95M,10.983B,0.67%,8.294,0.07%
,5285,YAMAX,JPX,Glass & Ceramics Products,33M,13.053B,1.83%,24.115,0.51%
,5287,Ito Yogyo,JPX,Glass & Ceramics Products,3.12M,1.647B,1.43%,12.536,0.51%
,5288,Asia Pile Holdings,JPX,Glass & Ceramics Products,131M,37.213B,1.54%,9.01,0.49%
,5290,Vertex,JPX,Glass & Ceramics Products,15.4M,50.934B,2.81%,14.108,0.08%
,5301,Tokai Carbon,JPX,Glass & Ceramics Products,1.37B,197.01B,1.03%,7.735,0.74%
,5302,Nippon Carbon,JPX,Glass & Ceramics Products,363M,58.421B,1.12%,14.424,0.67%
,5304,SEC CARBON,JPX,Glass & Ceramics Products,160M,51.742B,2.47%,7.089,0.86%
,5310,Toyo Tanso,JPX,Glass & Ceramics Products,440M,140.515B,1.18%,18.72,0.47%
,5331,Noritake,JPX,Glass & Ceramics Products,186M,115.808B,0.88%,10.077,0.19%
,5332,TOTO,JPX,Glass & Ceramics Products,4.91B,647.129B,2.53%,17.409,0.87%
,5333,NGK Insulators,JPX,Glass & Ceramics Products,2.36B,612.986B,1.47%,15.421,0.41%
,5334,Niterra,JPX,Glass & Ceramics Products,3.68B,920.641B,1.38%,11.285,0.44%
,5337,Danto Holdings,JPX,Glass & Ceramics Products,9.6M,25.479B,3.37%,-26.468,0.27%
,5341,Asahi Eito Holdings,JPX,Glass & Ceramics Products,7.51M,2.042B,5.69%,-2.653,0.48%
,5344,Maruwa,JPX,Glass & Ceramics Products,1.98B,479.326B,3.05%,31.501,0.62%
,5351,Shinagawa Refractories,JPX,Glass & Ceramics Products,145M,90.306B,1.16%,11.16,0.30%
,5352,Krosaki Harima,JPX,Glass & Ceramics Products,211M,93.457B,2.75%,7.528,0.44%
,5355,Nippon Crucible,JPX,Glass & Ceramics Products,6.43M,4.083B,2.28%,168.306,0.24%
,5356,Mino Ceramic,JPX,Glass & Ceramics Products,1.38M,8.316B,0.50%,7.754,0.03%
,5357,Yotai Refractories,JPX,Glass & Ceramics Products,93.8M,33.786B,1.50%,8.833,0.60%
,5363,TYK,JPX,Glass & Ceramics Products,27.2M,19.854B,1.58%,9.372,0.24%
,5367,Nikkato,JPX,Glass & Ceramics Products,5.71M,6.815B,0.70%,8.158,0.13%
,5368,Japan Insulation,JPX,Glass & Ceramics Products,4.09M,8.249B,0.52%,11.389,0.12%
,5380,Shinto,JPX,Glass & Ceramics Products,29.6M,1.237B,3.81%,51.336,4.78%
,5381,Mipox,JPX,Glass & Ceramics Products,48.4M,7.319B,2.33%,161.635,0.81%
,5384,Fujimi,JPX,Glass & Ceramics Products,787M,219.286B,3.59%,33.737,0.50%
,5386,Tsuruya,JPX,Glass & Ceramics Products,1.56M,2.848B,0.54%,-31.313,0.10%
,5388,Kunimine Industries,JPX,Glass & Ceramics Products,9.6M,14.034B,0.61%,17.221,0.18%
,5391,A&A Material,JPX,Glass & Ceramics Products,5.73M,10.449B,0.87%,11.202,0.11%
,5393,Nichias,JPX,Glass & Ceramics Products,854M,311.42B,2.16%,11.658,0.35%
,5395,Riken Corundum,JPX,Glass & Ceramics Products,1.11M,2.507B,0.00%,26.356,0.12%
,7943,Nichiha,JPX,Glass & Ceramics Products,296M,121.4B,1.76%,15.484,0.37%
,135A,Vrain Solution,JPX,Information & Communication,587M,40.693B,6.30%,123.126,5.44%
,137A,Cocolive,JPX,Information & Communication,17.2M,4.714B,4.10%,48.506,1.67%
,145A,L is B,JPX,Information & Communication,45.1M,4.623B,5.38%,97.052,5.40%
,147A,Soracom,JPX,Information & Communication,330M,66.906B,4.72%,943.902,8.83%
,148A,Hatch Work,JPX,Information & Communication,31.2M,4.303B,6.56%,49.53,421.88%
,149A,Thinca,JPX,Information & Communication,40.1M,2.736B,5.75%,21.41,28.69%
,153A,Caulis,JPX,Information & Communication,109M,14.047B,3.50%,48.656,3.48%
,155A,Information Strategy and Technology,JPX,Information & Communication,619M,7.248B,8.99%,705,42.74%
,173A,Hammock,JPX,Information & Communication,39.1M,5.968B,3.64%,14.308,1.86%
,175A,Will Smart,JPX,Information & Communication,18.3M,1.913B,4.08%,-6.659,3.48%
,184A,Manabi-aid,JPX,Information & Communication,567M,2.309B,11.30%,24.755,87.76%
,1973,NEC Networks & System Integration,JPX,Information & Communication,831M,365.415B,3.10%,23.836,0.53%
,198A,PostPrime,JPX,Information & Communication,20.4B,10.544B,33.59%,56.659,17027.50%
,202A,Mamezo Digital Holdings,JPX,Information & Communication,18.7B,26.45B,23.38%,22.807,78.88%
,2138,CROOZ,JPX,Information & Communication,21.6M,7.442B,2.36%,8.208,0.62%
,2303,Dawn,JPX,Information & Communication,21.1M,6.243B,1.49%,20.107,0.56%
,2307,Cross Cat,JPX,Information & Communication,54.5M,19.9B,4.39%,20.571,0.42%
,2315,Caica Digital,JPX,Information & Communication,44.7M,7.776B,3.51%,-1.806,0.80%
,2317,Systena,JPX,Information & Communication,517M,120.473B,1.92%,16.926,0.64%
,2321,Softfront Holdings,JPX,Information & Communication,16.6M,2.624B,2.35%,-43.814,0.91%
,2323,fonfun,JPX,Information & Communication,5.93M,2.771B,1.94%,69.25,0.88%
,2326,Digital Arts,JPX,Information & Communication,513M,60.102B,2.90%,14.083,1.17%
,2327,NS Solutions,JPX,Information & Communication,647M,505.886B,2.36%,20.871,0.76%
,2329,Tohokushinsha Film,JPX,Information & Communication,50.1M,71.333B,5.18%,22.762,1.40%
,2330,Forside,JPX,Information & Communication,168M,9.228B,4.12%,74.018,2.56%
,2332,Quest,JPX,Information & Communication,19.8M,7.496B,1.59%,10.764,0.61%
,2335,Cube System,JPX,Information & Communication,18.1M,18.118B,1.17%,16.977,0.18%
,2338,Quantum Solutions,JPX,Information & Communication,328M,21.715B,3.58%,-23.027,4.02%
,2345,Kushim,JPX,Information & Communication,85.3M,4.855B,3.60%,-2.431,2.12%
,2349,Nippon Information Development,JPX,Information & Communication,8.15M,28.396B,3.03%,13.058,0.12%
,2351,ASJ,JPX,Information & Communication,20.8M,4.309B,4.07%,68.608,0.98%
,2354,Ye Digital,JPX,Information & Communication,227M,13.239B,1.80%,12.658,3.15%
,2359,Core,JPX,Information & Communication,22.2M,28.274B,1.48%,12.444,0.18%
,2411,Gendai Agency,JPX,Information & Communication,1.17M,4.809B,0.51%,14.039,0.06%
,2477,Temairazu,JPX,Information & Communication,110M,21.643B,3.71%,24.766,1.30%
,2480,System Location,JPX,Information & Communication,2.06M,4.851B,1.59%,13.135,0.30%
,2484,Demae-Can,JPX,Information & Communication,104M,29.47B,2.21%,-2.417,1.03%
,3031,Raccoon Holdings,JPX,Information & Communication,106M,12.030B,2.52%,37.293,1.50%
,3040,Soliton Systems KK,JPX,Information & Communication,36.6M,22.829B,1.69%,11.784,0.30%
,3042,SecuAvail,JPX,Information & Communication,38.1M,2.322B,3.27%,-52.705,3.15%
,3371,Softcreate Holdings,JPX,Information & Communication,51.7M,50.432B,1.73%,15.608,0.21%
,3622,Netyear Group,JPX,Information & Communication,836K,3.919B,1.25%,19.574,0.06%
,3623,Billing System,JPX,Information & Communication,38.1M,6.667B,6.14%,22.218,0.90%
,3624,Axel Mark,JPX,Information & Communication,6.09M,1.895B,2.26%,-18.484,0.43%
,3625,Techfirm Holdings,JPX,Information & Communication,7.11M,3.834B,2.56%,-78.748,0.30%
,3626,TIS,JPX,Information & Communication,2.43B,728.893B,1.32%,15.309,0.39%
,3627,Tecmira Holdings,JPX,Information & Communication,11.6M,4.680B,1.25%,64.182,0.36%
,3628,Data Horizon,JPX,Information & Communication,4.37M,7.96B,3.90%,-11.776,0.36%
,3632,GREE,JPX,Information & Communication,169M,91.656B,2.79%,10.024,0.67%
,3633,GMO Pepabo,JPX,Information & Communication,12.8M,7.736B,2.30%,-12.303,0.47%
,3634,Sockets,JPX,Information & Communication,1.06M,2.158B,2.49%,-21.526,0.13%
,3635,Koei Tecmo Holdings,JPX,Information & Communication,817M,449.280B,1.37%,14.264,0.72%
,3636,Mitsubishi Research Institute,JPX,Information & Communication,110M,78.152B,1.12%,12.657,0.25%
,3639,Voltage,JPX,Information & Communication,5.49M,1.715B,2.55%,-43.77,0.46%
,3640,Densan,JPX,Information & Communication,1.8M,8.682B,0.27%,4.671,0.06%
,3641,Papyless,JPX,Information & Communication,2.83M,9.457B,0.74%,13.261,0.09%
,3645,Medical Net,JPX,Information & Communication,6.01M,3.365B,1.07%,28.682,0.29%
,3646,Ekitan,JPX,Information & Communication,5.23M,2.028B,4.75%,24.648,0.56%
,3647,G Three Holdings,JPX,Information & Communication,2.29M,1.996B,1.82%,-3.761,0.17%
,3648,AGS,JPX,Information & Communication,31.4M,17.99B,2.66%,19.641,0.48%
,3649,Findex,JPX,Information & Communication,60.2M,25.802B,4.16%,24.352,0.35%
,3652,Digital Media Professionals,JPX,Information & Communication,33.6M,8.086B,2.59%,358.577,0.59%
,3653,Morpho,JPX,Information & Communication,16.5M,9.124B,1.64%,-30.378,0.26%
,3655,BrainPad,JPX,Information & Communication,195M,22.772B,2.14%,44.815,1.26%
,3656,KLab,JPX,Information & Communication,225M,9.708B,4.27%,-5.336,2.58%
,3657,Pole To Win Holdings,JPX,Information & Communication,100M,17.433B,3.76%,-9.034,0.81%
,3659,NEXON,JPX,Information & Communication,7.61B,2.444T,1.54%,35.449,0.81%
,3660,istyle,JPX,Information & Communication,771M,38.834B,3.86%,195.635,2.62%
,3661,m-up holdings,JPX,Information & Communication,436M,51.942B,2.27%,35.818,1.04%
,3662,Ateam,JPX,Information & Communication,27.7M,13.847B,1.21%,96.507,0.37%
,3663,Celsys,JPX,Information & Communication,139M,27.687B,3.70%,47.996,0.69%
,3664,Mobcast Holdings,JPX,Information & Communication,11M,2.41B,1.85%,-6.331,0.57%
,3665,Enigmo,JPX,Information & Communication,27.8M,13.25B,1.50%,15.814,0.46%
,3666,Tecnos Japan,JPX,Information & Communication,92M,13.342B,3.02%,14.866,0.95%
,3667,Enish,JPX,Information & Communication,413M,6.942B,4.50%,-4.06,6.51%
,3668,COLOPL,JPX,Information & Communication,129M,84.080B,2.00%,44.377,0.30%
,3670,Kyoritsu Computer & Communication,JPX,Information & Communication,714K,2.138B,0.00%,17.362,0.11%
,3671,SOFTMAX,JPX,Information & Communication,3.25M,4.769B,1.25%,10.526,0.18%
,3672,AltPlus,JPX,Information & Communication,13.9M,2.668B,4.58%,-5.51,0.73%
,3673,Broadleaf,JPX,Information & Communication,152M,52.798B,3.97%,-35.382,0.51%
,3674,Aucfan,JPX,Information & Communication,6.05M,4.531B,2.08%,270.988,0.32%
,3675,Cross Marketing Group,JPX,Information & Communication,36.9M,11.609B,2.33%,11.904,0.54%
,3676,Digital Hearts Holdings,JPX,Information & Communication,36.4M,23.078B,2.28%,130.479,0.31%
,3678,Media Do,JPX,Information & Communication,39.2M,22.849B,1.46%,-71.727,0.41%
,3679,ZIGExN,JPX,Information & Communication,126M,62.376B,1.66%,16.516,0.44%
,3680,Hotto Link,JPX,Information & Communication,98.8M,5.710B,3.30%,25.173,2.51%
,3681,V-cube,JPX,Information & Communication,40.4M,6.597B,1.98%,-1.118,0.76%
,3682,Encourage Technologies,JPX,Information & Communication,4.15M,4.303B,1.40%,24.619,0.23%
,3683,CYBERLINKS,JPX,Information & Communication,20.8M,9.296B,2.78%,21.063,0.48%
,3686,DLE,JPX,Information & Communication,181M,7.482B,5.92%,-12.837,8.39%
,3687,Fixstars,JPX,Information & Communication,385M,62.563B,1.93%,43.146,1.10%
,3688,Carta Holdings,JPX,Information & Communication,230M,40.659B,2.79%,-17.13,1.88%
,3690,YRGLM,JPX,Information & Communication,2.65M,3.812B,0.65%,19.688,0.23%
,3691,Digital Plus,JPX,Information & Communication,1.02M,2.000B,1.13%,-6.581,0.11%
,3692,FFRI Security,JPX,Information & Communication,112M,15.574B,2.90%,83.432,1.37%
,3694,Optim,JPX,Information & Communication,103M,38.107B,1.44%,32.75,0.99%
,3695,GMO Research & AI,JPX,Information & Communication,1.44M,4.666B,0.80%,15.182,0.10%
,3696,Ceres,JPX,Information & Communication,187M,18.608B,2.41%,40.94,1.47%
,3697,Shift,JPX,Information & Communication,5.86B,261.093B,2.63%,41.903,3.51%
,3698,CRI Middleware,JPX,Information & Communication,6.08M,4.478B,1.53%,19.58,0.25%
,3710,Jorudan,JPX,Information & Communication,739K,3.147B,0.32%,-16.068,0.09%
,3712,Information Planning,JPX,Information & Communication,22M,12.901B,7.09%,14.8,0.36%
,3719,Gexeed,JPX,Information & Communication,33.5M,3.91B,4.46%,-54.027,1.31%
,3723,Nihon Falcom,JPX,Information & Communication,6.55M,11.565B,1.87%,12.69,0.19%
,3727,Aplix,JPX,Information & Communication,9.96M,3.766B,1.74%,11.383,0.31%
,3733,Software Service,JPX,Information & Communication,45.3M,75.064B,3.47%,15.424,0.14%
,3738,T-Gaia,JPX,Information & Communication,2.07B,170.81B,12.03%,24.351,4.43%
,3741,Systems Engineering Consultants,JPX,Information & Communication,102M,23.14B,3.60%,26.32,0.82%
,3744,SIOS,JPX,Information & Communication,14.7M,5.097B,4.25%,-269.725,0.53%
,3747,Intertrade,JPX,Information & Communication,13.7M,2.975B,0.97%,81.176,0.93%
,3750,Cytori Cell Research Institute,JPX,Information & Communication,4.15M,8.643B,1.27%,-8.154,0.12%
,3753,Flight Solutions,JPX,Information & Communication,8.48M,2.496B,1.12%,60.412,0.37%
,3758,Aeria,JPX,Information & Communication,16.2M,7.127B,1.89%,14.815,0.36%
,3760,CAVE Interactive,JPX,Information & Communication,76.5M,8.792B,3.20%,3.492,1.67%
,3762,Techmatrix,JPX,Information & Communication,252M,78.893B,2.43%,22.333,0.44%
,3763,Pro-Ship,JPX,Information & Communication,31.4M,17.130B,0.79%,12.7,0.26%
,3765,GungHo Online Entertainment,JPX,Information & Communication,766M,156.835B,2.03%,10.25,0.67%
,3766,SYSTEMS DESIGN,JPX,Information & Communication,12.4M,3.644B,2.06%,9.551,0.88%
,3768,Riskmonster.com,JPX,Information & Communication,2.39M,3.752B,0.79%,10.714,0.12%
,3769,GMO Payment Gateway,JPX,Information & Communication,6.88B,690.29B,2.20%,51.751,1.89%
,3770,Zappallas,JPX,Information & Communication,1.05M,5.244B,1.14%,-11.856,0.10%
,3771,System Research,JPX,Information & Communication,70.1M,27.930B,1.32%,17.598,0.41%
,3773,Advanced Media,JPX,Information & Communication,82.3M,17.327B,2.45%,21.409,0.70%
,3774,Internet Initiative Japan,JPX,Information & Communication,1.19B,416.656B,1.23%,21.186,0.48%
,3776,BroadBand Tower,JPX,Information & Communication,158M,13.497B,2.68%,134.969,1.29%
,3777,Environment Friendly Holdings,JPX,Information & Communication,25.1M,10.748B,5.26%,69.091,0.67%
,3778,SAKURA Internet,JPX,Information & Communication,6.2B,158.012B,3.53%,242.333,12.76%
,3779,J Escom Holdings,JPX,Information & Communication,4.6M,1.770B,1.96%,39.948,0.80%
,3787,Techno Mathematical,JPX,Information & Communication,1.65M,1.530B,1.17%,-33.053,0.35%
