Date,APPL,AMZN,MSFT,GS,PFZR,SPX,UST3M (Rf)
2021.1.29,-0.0058993,-0.0156832,0.0419975,0.0278959,-0.0250323,-0.01090916531,0.000100
2021.2.26,-0.0834113,-0.0359676,0.0018090,0.1639487,-0.0694904,0.02699450248,0.000000
2021.3.31,0.0074753,0.0005560,0.0144828,0.0232655,0.0786406,0.03887037002,0.000000
2021.4.30,0.0738098,0.1146066,0.0672864,0.0635346,0.0646593,0.05871552627,0.000000
2021.5.31,-0.0540377,-0.0731965,-0.0099630,0.0654529,0.0020677,0.00135423986,0.000000
2021.6.30,0.0941935,0.0647906,0.0815697,0.0199860,0.0110413,0.02015191522,0.000000
2021.7.30,0.0635842,-0.0330443,0.0504236,-0.0123277,0.0891159,0.02540522623,0.000000
2021.8.31,0.0398320,0.0420436,0.0578562,0.0980757,0.0733903,0.02609114814,0.000000
2021.9.30,-0.0717200,-0.0550182,-0.0684062,-0.0897081,-0.0687293,-0.04679725169,0.000000
2021.10.29,0.0580620,0.0257947,0.1623664,0.0893211,0.0168304,0.07120346011,0.000000
2021.11.30,0.0993075,0.0413398,-0.0031108,-0.0815216,0.2057085,-0.006299250316,0.000000
2021.12.31,0.0710378,-0.0523416,0.0171842,0.0040862,0.0944130,0.03947688151,0.000100
2022.1.31,-0.0154321,-0.1087510,-0.0783345,-0.0756434,-0.1139589,-0.05658967749,0.000100
2022.2.28,-0.0574813,0.0264302,-0.0399876,-0.0384834,-0.1155555,-0.03330678057,0.000300
2022.3.4,-0.0116341,-0.0535814,-0.0303429,-0.0346404,0.0357816,-0.00350445669,0.000000
